text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti
alone family overseas eat call calling card call,30-01-2010,askemslmwen epi fanmim etranje mpakamanje releyo paskempagenkatmp,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please tell ngo important water bottle medicine treated water aquatabis need water martissan,30-01-2010,"Svp mande a ong yo, se pa boutey dlo ki inpotan, se medikaman poun trete dlo ( aquatab ) nou plus bezyen, paske nou gen dlo. matisan",direct,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
good evening chief im waiting port de paixi problem cant get anything eat,30-01-2010,Bonswa chfmwen maptandew port depaix mwengenpwoblem mpakamanje p,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
let know alone please write,30-01-2010,f mwen santi mwen pa pou kont mwen ekri m,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
counting support every way possible thank much,30-01-2010,MWEN KONTE SOU SIP NOU. NAN TOUT SANS MESI ANPIL.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
im portdepaix means live please,30-01-2010,ve m nan pdepi kote mwen pa gen oken mwayen pou m viv sil vou ple,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
many artists died names,30-01-2010,Konbyen atis ki mouri e ki non yo,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
help us please god see repaid help dying hunger,30-01-2010,e ak lajan komesla mwen gen lajan poum remet nan fonkoze edem tanpri bondye nan syel la aremet nousa nafem konnen pa yon mesaj sms mesi davans kedyebnis,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hi one victims asking people charge send help mondestin thimothe business destroyed,30-01-2010,Bonswa mwen se yonn nan victim yo map mande ak moun ki an chaje yo voye yon ed pou mondestin timothe mwen te gen yon komes kosmetik nan menm kay la kraz,direct,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
victimes asking help us truncated,30-01-2010,"Nous sommes sinistres, nous vous demandons de nous aide, nous avons",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
petionville would like know find food,30-01-2010,Mwen rete petion-ville mwen ta renmen jwen tan manje.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
american airlines starting flights,30-01-2010,Qand est-ce-American Airlines remmence son vol ?,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lost mother please need unity cell phone order call familyplease,30-01-2010,"Malgrem w ou toujou avti nan tout sak, ka rive, olo mwen pa di nou genyen men mwen pedi manmanm jodia, voye yon ti inite pou mwen poum ka rele kek fanmi o",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
type work available people,30-01-2010,Kijan de travay ki gen pou popilasyon an,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
im angry hungry thirst im waiting,30-01-2010,"very angry, thirsty. we wait you. i am jackson",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need help food water anything live rue rois champagne,30-01-2010,"S. O. S we need help plz cuz there's no food, water, n stuff im leaving at rue alix roy impasse champagne",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need help sou dal please port au prince st avenue,30-01-2010,Nou bezwen ed sou dal si vou ple,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
haitian center international cooperation centre haitien de cooperation internationale asking help leogane,30-01-2010,Centre haitien de cooperation internationale ap mande ed pou viktim nan leogane,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
every morning ask god grace deliverance haiti message gets someone know god loves us,30-01-2010,"Chak minit mande Bondye gras, delivrans pou Haiti. F sa nan kw ak tout lafwaw simaye mesaj sa bay lot moun jiskaskew pagen sms ank paske Bondye renmen nou.",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suffering lot ruelle henec found nothing aid even pass us asked radio pass message,30-01-2010,"Nou ki nan rlle. Henec nap soufri ampil, nou pa jwen anyin kom d, minm pase yo pa pase kot NOUmweN manDE pou nou nan radio a ka fe pase mesaj sa pou nou",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need help hospital gonaive see,30-01-2010,"Aide vetement, nouriture, medicament, hopitale gonaive.",direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
radio television communication services wish success continuity thing criticize someone writes ask help never send help,30-01-2010,"e tou kominikasyon radyo tele. Mwen swete nou siks, bon kontinite! sel ti repwch ke-m fe nou, ske li yon moun ekri nou poul mande ed, nou pa janm voye",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quite alone need food tent water okay,30-01-2010,Mwen byen selman mwen beswen manje ak tant ni dlo mwen okay,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
people radio forward message us sleeping streets veil rain would deep trouble im asking forward message truncated,30-01-2010,"E pou nou nan radio a ka fe pase mesaj sa pou nou ki koush nan lari anba yon serin.  si yon lapli ta riv tonbe nou tout ap ml, mwen mande pou nou fe m",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
live rue acacia frano ville also need aid people distributing aid stop place received anything yet passed see us asking,30-01-2010,"Nou ki nan rue akasia ki nan frano vil nou bezwen ed tou fok yo ka pase we nou tou paske nou pakjwen anyin kom d, minm pase yo pa pase kot NOUmweN manD",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
thank much live street front house school fell need tent doctor,30-01-2010,Merci anpil mwen nan lari devan lakay mwen. Lekol la te tonbe sou mwen. Bezwen tant epi dokte.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canape vert area around total market find anything yet,30-01-2010,nan zone kanape va blok total nou pa jan m jwen anyen ede nou,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brother father yr old son died well life,30-01-2010,ffre que la mort de mon pare et de mon fils age de 7 ans. helas lavie,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need help us important help us please,30-01-2010,"MWEN BEZWEN ED NOU, ENPOTAN. AIDE NOUS!SVP",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hey around merger zone received aid,30-01-2010,alo zone merger yo poco ba nou en yai,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
truncated since tuesday water food please thank,30-01-2010,t depuis mardi je na pas de l eau ni mange tamprit merci,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hello digicel im one customers small problem house broken nothing id like lend,30-01-2010,DIJICEL BONSWA SE YON KLIYAN DONK MWEN GEN YON TI PWOBLEM KAY MWEN KRAZE MWEN PA GEN ANYEN NAN MEN M POU M TA FONKSIONE DONK MWEN BEZWENW FEM KREDI 250,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
would like fix cathedral place courthouse,30-01-2010,MWEN TA RENMEN YO KONSTWY KATREDAL NAN PLAS PAL A PAL JISTIS NAN,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need provisional shelters water food avenue gaston petitgoave,30-01-2010,"Nou bezwen 130 abri pwovizwa, dlo, manje, nan tet avenu gaston petit-goave",direct,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
access drinking water,30-01-2010,"jd n, ai pas accs  l, eau portable",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us ti goave ask american people distribute aid house house instead giving way,30-01-2010,Nou menm nan ti gwav nou mande pou blan meriken yo ta pase bay ti kat oubyen ed yo de kay an kay olye pou yap kanpe sou plas piblik oubyen sou waf la pou,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
people sicot prolonje need help,30-01-2010,Moun nan sicot prolonje bezwen manje ak dlo ak tant pou yo ka demi,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
throwing food make people fight thank,30-01-2010,yap voye manje anle pou fe moun goumen. .. Merci!,direct,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
would give food homes would better,30-01-2010,i yo te pase bay li nan kay li tap pibon. Merci,direct,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ti goave agree way american distributing food treat us like dogs throwing food floor miserable,30-01-2010,Nou menm nan ti gwav nou pa dako ak jan ameriken yo ap fe distribisyon. .. Yo prann tankou ti chen Yap voye manje ate ba nou paske yo we nou nan mize. .. S,direct,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
family friend victims,30-01-2010,Paske mwen gen fanmi ak zanmi ki viktim tou,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
want work translator,30-01-2010,M vle travay nan domin entprt,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
im survivor student,30-01-2010,"Je suis un survivant, parmi les tudiants matres au programme de l",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people medecins sans frontieres,30-01-2010,( Kikote medcin san fonti yo ye ) 4636,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
house destroyed lost everything one sisters places sleeping streets anything need live please,30-01-2010,"kay nou kraze, nou pedi tout sa nou te genyen kounye a nou kay yon si nou, nou te genyen la plan nan lari nap domi, nou pa genyen anyen pou nou viv svp",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
would like participate service,30-01-2010,Mwen ta renmen patisipe nan sevis ou yo.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salute staff need help cannot find food sent message get response find way respond children good lord,30-01-2010,Mwen salye staf sa men mwen bezwen ed kote mwen pa jwenn manje pou m manje mwen te voye yon mesaj men mwen pa jwenn repons fe mwayen rs pitit Bondye yo,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
couragemay god share message friends enemies,30-01-2010,ment et aie bon courage. Que Dieu soit avec toi. Partage ce message avec tes amis et pourquoi pas tes ennemis?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hour two ask grace god forgiveness deliverance haiti alone lift us situation send message,30-01-2010,"Chaque 1h ou 2hres de temps demandes  DIEU grace, pardon et misricorde pour HAITI  car lui seul peut nous hoter de cette situation. Envois ce message a p",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
grace peace love faith fidelity forgiveness like balance living life eternally good night,30-01-2010,"sa yo : lagras, lap, lanmou, lafwa, lajwa, fidelite ak padon. Konsa balans ou ap vinn 100 lavi etnl, eli pap janm ekspire. Bon sware",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
put jail owe moneysay word please,30-01-2010,PRAL METEM NAN PRIZON KB MWEN DWE DI YON MO POU MWEN SOUPLE,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
widow working years ministry gonaives men,30-01-2010,MWEN SE YON VIV MAP TRAVAY DEPI TWA ANE NAN MINIST GONAYIV KM MEN,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
may concern please need food water live leogane carrefour dufort coraille lemaire please help us,30-01-2010,TO WHOM IT MAY CONCERN PLEASE WE NEED FOOD-N-WATER WE LEAVE IN LEOGANE CARREFOUR DUFORT CORAILLE LEMAIRE PLEASE HELP US.,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
would like know help coming bainet,30-01-2010,M'ta renmen konnen koman ed la ye pou Ben.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
artibonite saw nothing coming please send sms konw something survivors,30-01-2010,ki nan latibonit mwen w yo pa panse ave nou ditou sil vouple mwen voye sms sa pou mwen konnen ki sa yo panse fe pou nou tout reskape nan gwomin mesi.,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
let aware momentswe stop stupiditiesbecause brothers blood running papstop sending stupid messages,30-01-2010,"Ann pran konsyans nan moman sa. Fk nou sispan ranse paske se san fr nou yo ki koule nan potoprens, sispan ekri vye mesaje",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
said ueh students,30-01-2010,Ki sa yo di pou etidyan UEH yo.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cannot anymore help us please,30-01-2010,u pakapab anko. ede nou silvou plait,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
people tent er impasse lillavois area bon repos lot problems need food ans water tents,30-01-2010,"nou gen 40 moun anba yon tant nan premye impass apres lilavois 15 zone bon repos. nou gen anpil pwoblem, nou bezwen manje ak dlo nou bezwen tant tout, no",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
notes message comfort victims,30-01-2010,odia nou dil mesi pou sa fe pou nou e sa lap kontinye fe pou nou nap di tout moun kap demi nan larie nap di yo padekouge bondye gen yon siprise. Pou yo,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weeks since sleeping streets,30-01-2010,Ca fait plus de 2 semaines que je dors dans la rue.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrote got answer,30-01-2010,Mwen ekri nou mwen pa jwenn repons.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouin vle kite ayiti depi kek jou,30-01-2010,I want to leave haiti please for some days,direct,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please help us located fiveth section,30-01-2010,ima ) fiveth sect ion. please help us.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need answer please help please,30-01-2010,i need an answer please can u help me please,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
notes dedicating song comfort victims,30-01-2010,se pippens mwen swete tout viktim nan katastrof la kapab rekonfote yo ak mizik sapriye malere de rockfam. pippensla gonav,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aristide left old person says would like die like jesus,30-01-2010,i Aristide a goch. Granmoun nan di : Mwen te anvi mouri tankou JEZI nan mitan de val!!!,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
good evening digicel please favor give little work otherwise ill starve death,30-01-2010,bonswa digicel tanpri fem kado yon ti travay map mouri ak la fin mesi.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bon repos route molead number inp strong union committee request help gotten help big problem try locate water food,30-01-2010,BON REPOS ROUTE MOLEAD nmero 2 inp gayak komite ynion mande aide noupajwen oken aaide pigropwobl nou se tante dlo manje pounoumanje se,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need sabouren teleco people need help,30-01-2010,"nan cabaret, specialement nan sabouren rte. teleco moun yo besoin aide. anpil tant.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hello please send information,30-01-2010,Salut. S. V. P envoyez-moi des informations.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buy passport stamps,30-01-2010,Ki kote n ka jwenn tenb pasp achte,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banks opened carrefour,30-01-2010,Poukisa pa gen bank ki ouvri k-fou ?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
civil protection give already bilan natural catastrophe,30-01-2010,Eske pwoteksyon sivil bay la yon bilan deja sou katastwof natirl sa a?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
civil protection service figure yet casualties natural disaster,30-01-2010,Eske pwoteksyon sivil la bay yon bilan deja sou katastwof natirl sa a?,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrote many times tell cannot call done anything therefore left decide,30-01-2010,Mwen ekri nou plizy fwa pou m di nou ke pa ka fe apel nou pa fe anyen pou mwen. Se mwen ki pou chwazi sa pou m f?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haitian come receive aid given,30-01-2010,Mwen menm mwen pa yon ayisyen kijan fe mwen pajanm kontre ak d yap bay yo.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
port au prince gonaives,30-01-2010,Et mwen ki te port au prince ki ale gonaives ki sa map fe,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please everybody talking seismic faults would like know,30-01-2010,Svp li yo ap pale de fay mwen ta renmen konnen ki sal ye.,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
want know government said earthquake,30-01-2010,Kisa gouvenman an di de kriz ki sot pase a.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
surviver earthquakei would like know receive help,30-01-2010,Mwen viktim nan katastwof ki sot pase mwen renmen konnen kisa poum fe poum ta jwenn yon ed.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
sleep outsidewe need foods medications,30-01-2010,"n o u s c o u c h o n s a u s e r e i n, d e l a n o u r r i t u r e, des medicaments",direct,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
yet sent tell senegal still allowing people go,30-01-2010,Nou poko jan m voye di m ske senegal ap toujou bay aks pou ale a.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see someone something wrong number reach police,30-01-2010,Si mwen w yon moun kap fe sa nan ki nimero pou nou kon takte lapolis,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find nothing eat,30-01-2010,E mwen ki pa jwenn ni poum manje a.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
every one sell things earthquake really expansive,30-01-2010,ak tout lot moun kap fe mache nwa ak pwodwi yo te genyen deja anvan katastwof la.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
arrest people selling aid arrest people giving aid friends people real victims find aid together,30-01-2010,"Yo dwe arete tout moun kap vanm d yo, e yo dwe arete tou moun ki ap bay d yo tou ak ti zanmi yo pandan moun ki viktim vwman yo pa jwenn ed la. Ansanm",direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
solino neighborhood government never brings aid disaster victims assistance police people around unclear lice would like everything thanks advance,30-01-2010,poukisa nan pa solino gouvenman pa janm pote ed bay moun ki sinitre yo ak tout konkou lapolis. si se pasa ng korid karang ap val tout mesi davans,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
government anymore please allow american canadians govern haiti may live thanks,30-01-2010,gouvelman pa ekziste anko paske nou pa ka digiri peyi a bay blan amerikyan e blan Franse peyi e kanadyen pou n ka viv byen mesi,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
victim would like voila give aid job,30-01-2010,"MWEN SE YON VIKTIM SEYIS LA, MWEN TA RENMEN POU VWALA BANM ED OUBYEN TRAVAY.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
would like go africa process,30-01-2010,mwen ta renmen ale an afrik! koman pwosesis la ye?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really governent,30-01-2010,Eske gen gouvenman nan peyia vre?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
united states somebody work person wellfare heshe eat money haiti let work die misery,30-01-2010,Etazini li yon moun pap travay yo mete wlf pou manje ak yon ti kras kob ayiti yo plis kontan pou sa pap travay yo mouri nan miz,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
government need change way help giving,30-01-2010,e kap fe sa fok gouvenman mete lod nan ed,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
