text,start_loc,end_loc
Ground shaking detected in Nakagawa Ōhashi. Discuss your family's emergency plan regularly! #disasterPreparedness,27,42
Ground shaking detected in Shiratori. Avoid using elevators during aftershocks! #disasterPreparedness,27,36
Tremors in Ohanajaya. Have your emergency kit ready and stay safe! #quakeAlert,11,20
Earthquake activity near Nishikameari. Prepare for possible service disruptions! #earthquakeRescue,25,37
Aftershocks in Kosuge after a massive quake. #disasterAlert,15,21
Tremors felt in Tōkyō Kōchisho. Make sure your pets are safe during this time! #earthquakeSafety,16,30
Earthquake detected near Jōsō Undō Kōen. Stay tuned for updates from local authorities! #earthquakeRescue,25,39
Tremors felt in Ōki. Ensure everyone knows the safest spots in your home! #earthquakePreparedness,16,19
"Residents of Takishita Bashi, remain indoors until the situation stabilizes! #StayAlert",13,28
Shaking reported in Higashiitatoi. Secure heavy objects to prevent damage! #disasterAlert,20,33
Aftershocks may follow in Itatoi. Keep your emergency kit within reach! #disasterReady,26,32
Tremors reported in Nishiitatoi. Stay safe! #quakeAlert,20,31
Reports of significant shaking in Matsumaedai. Follow local news for safety tips! #earthquake,34,45
Strong aftershocks reported in Ōyama-shinden. Stay safe! #quakeAlert,31,44
Residents of Kubogaoka shaken again. Stay safe! #quakeAlert,13,22
Ground shaking detected in Goshogaoka. Be ready to respond to any emergency situation! #disasterPreparedness,27,37
Residents of Yakushidai experiencing aftershocks. Stay alert! #earthquake,13,23
Strong shaking reported in Tatsuzawa. Check in with family and friends to ensure their safety! #quakeAlert,27,36
Aftershocks expected in Ushiroda. Stay prepared and keep your emergency kit handy! #earthquakeSafety,24,32
Significant shaking reported in Noguchi. Prepare for potential evacuations! #quakeAlert,32,39
Reports of tremors in Honda. Stay safe and prepared! #earthquake,22,27
"Residents in Mukaiyama, stay alert and check for any damage! #StayAlert",13,22
Tremors felt in Mukaichi. Ensure your emergency supplies are ready to go! #earthquakePreparedness,16,24
Earthquake activity detected near Kakukama. Please remain indoors until cleared! #earthquakeRescue,34,42
Tremors felt in Asahi Beer Kōjō. Stay indoors and avoid panicking! #disasterAlert,16,31
Tremors reported in Nezaki. Gather your family and discuss safety plans! #StaySafe,20,26
Aftershocks may follow in Kamitsubo. Keep your emergency kit within reach! #disasterReady,26,35
"Residents of Hetamae, remain calm and be ready for updates from authorities! #StayAlert",13,20
Residents of Nogisaki urged to stay calm during aftershocks. #StaySafe,13,21
Seismic disturbances noted in Mukaisaki. Gather with your family in a safe area! #disasterAlert,30,39
Aftershock warnings for Shin’yama residents. Stay prepared! #earthquake,24,33
Severe earthquake felt in Shimokawagishi. Take precautions! #quakeAlert,26,40
Residents in Meiji Nyūgyō Kōjō advised to stay calm. #StaySafe,13,30
Tremors reported in Ōgashiwa. Stay away from anything that could fall during shaking! #StaySafe,20,28
Tremors felt in Nakatsubo. Be aware of your surroundings! #earthquake,16,25
Earthquake activity near Ōgashiwa-shinden. Stay updated with local news channels! #earthquakeRescue,25,41
Aftershocks expected in Tenjin. Have your evacuation plan ready to go! #earthquakeSafety,24,30
Strong shaking reported in Maetsubo. Check in with friends and family! #quakeAlert,27,35
Earthquake detected near Matsugaoka. Follow local news for updates! #earthquakeRescue,25,35
Aftershocks possible in Suzuka. Ensure your family knows the safety exits! #disasterReady,24,30
Aftershocks expected in Futaebori. Ensure your emergency supplies are stocked! #earthquakeSafety,24,33
Tremors reported in Daikawabata. Stay inside and avoid unnecessary movement! #StaySafe,20,31
Tremors felt in Mukaitsubo. Everyone stay vigilant! #earthquakeRescue,16,26
Tremors in Nekiri. Have an evacuation plan in place just in case! #quakeAlert,11,17
Shaking reported in Misono. Stay in a safe area and avoid risky locations! #disasterAlert,20,26
Aftershocks expected in Keyakidai. Review your emergency plan with family! #earthquakeSafety,24,33
Residents of Ion Town Moriya Shopping Center urged to stay calm during aftershocks. #StaySafe,13,44
Reports of significant shaking in Yurigaoka. Create a family communication plan for emergencies! #earthquake,34,43
Ground shaking detected in Chūō. Communicate your whereabouts with loved ones! #disasterPreparedness,27,31
Strong shaking reported in Higashino. Stay safe and avoid moving around! #quakeAlert,27,36
Earthquake activity noted near Hokuen. Stay informed and prepared! #earthquakeRescue,31,37
Aftershocks may follow in Sakamachi. Check your emergency kit today! #disasterReady,26,35
Reports of significant shaking in Kamimachi. Help those in need if safe to do so! #earthquake,34,43
Aftershocks shaking Shimomachi. Stay prepared! #disaster,20,30
Tremors felt in Wakamatsuchō. Make sure your pets are safe and calm! #earthquakeAwareness,16,28
Reports confirm shaking in Nakatsubo. Gather important items in case of evacuation! #quakeAlert,27,36
Tremors felt in Matsunami. Stay indoors and check for any damage! #earthquakePreparedness,16,25
Significant shaking reported in Hara. Check your surroundings for safety! #quakeAlert,32,36
Tremors reported in Maekawa Seisakusho. Make sure to have a communication plan with family! #StaySafe,20,38
Residents in Tsutsudo advised to stay calm. #StaySafe,13,21
Earthquake felt in Ondeshi. Stay safe! #earthquake,19,26
Reports of significant shaking in Hiranuma. Check on your loved ones! #earthquake,34,42
Tremors felt in Furuhashi. Have a backup plan for communication in case of phone outages! #disasterAlert,16,25
Tremors felt in Gebagi. Remind your family to stay low and stay safe! #earthquakePreparedness,16,22
"Residents of Uchijuku, check your emergency plans and stay vigilant! #StaySafe",13,21
Shaking reported in Kinunodai. Please stay indoors! #quakeAlert,20,29
Tremors in Suwa. Familiarize yourself with the nearest emergency shelters! #quakeAlert,11,15
Tremors felt in Kokinu. Stay informed and check local news for updates! #earthquakePreparedness,16,22
Reports of significant shaking in Tamadai Bashi. Help those in need if safe to do so! #earthquake,34,47
Aftershocks expected in Komenojō. Help your neighbors stay informed about safety measures! #earthquakeSafety,24,32
Tremors reported in Nishinodai-minami. Stay informed through official updates! #StaySafe,20,37
Reports of an earthquake near Sugishita. Follow local safety protocols! #earthquakeRescue,30,39
Tremors felt in Nishinodai. Make sure your family has a safety plan ready! #quakeAlert,16,26
Tremors reported in Ina Bashi. Stay indoors until further notice! #earthquakeSafety,20,29
"Tremors felt in Terahata. Stay safe, everyone! #StaySafe",16,24
Aftershocks shaking Hososhiro following a significant quake. #disasterAlert,20,29
"Residents of Yahara Ōhashi, keep a list of emergency contacts handy! #StaySafe",13,26
Reports of shaking in Kokaigawa Bashi. Stay informed and safe! #earthquake,22,37
Tremors in Oniosa. Keep emergency kits accessible and stay indoors! #quakeAlert,11,17
Reports confirm shaking in Shirota. Remain calm and follow safety procedures! #StaySafe,27,34
Tremors felt in Funato. Make sure your pets are safe and secure! #earthquakeAwareness,16,22
Aftershocks in Kamiome. Be cautious! #disasterAlert,15,22
Strong shaking reported in Miyado. Keep your phone charged for updates! #quakeAlert,27,33
Earthquake activity near Miyado-shinden. Ensure your family knows how to react! #earthquakeRescue,25,39
Aftershocks may occur in Miyado-honden. Keep your phone charged for emergency notifications! #disasterReady,25,38
"Residents of Jūwa, remain calm and stay tuned for updates! #StayAlert",13,17
Reports of significant shaking in Kanakōji. Help those in need if safe to do so! #earthquake,34,42
Strong quake impacts Uchimoriyamachi-kinunosato. Emergency services are on high alert! #disasterAlert,21,47
Aftershocks continue in Uchimoriyamachi. Remain vigilant! #disaster,24,39
"Residents of Akamatsu, remain indoors until you receive the all-clear! #StayAlert",13,21
Earthquake detected near Naganoiri. Stay informed through official sources! #earthquakeRescue,25,34
Earthquake activity near Toinokuchi. Check in with neighbors to ensure their safety! #earthquakeRescue,25,35
Reports confirm shaking in Uchimoriya Kōgyō Danchi. Avoid moving around if possible! #quakeAlert,27,50
Significant shaking reported in Morinaga Nyūgyō Kōjō. Have a flashlight ready in case of power outages! #quakeAlert,32,52
Tremors felt across Tarui. Please stay indoors! #earthquake,20,25
Shaking reported in Shimoka. Be aware of your surroundings and stay calm! #disasterAlert,20,27
Residents of Mukaiji shaken by aftershocks. Stay safe! #earthquake,13,20
Aftershocks in Hara. Be cautious and safe! #disasterAlert,15,19
Tremors reported in Ōnami. Secure heavy items to prevent accidents! #disasterAlert,20,25
Strong shaking reported in Nakagō. Stay indoors and avoid moving around unnecessarily! #quakeAlert,27,33
Seismic activity reported in Muryō Ji. Prepare for potential evacuations! #disasterPreparedness,29,37
Shaking reported in Shimoyahagi. Help those around you stay calm and collected! #disasterAlert,20,31
Seismic activity noted in Hōshido. Keep your emergency supplies stocked! #disasterPreparedness,26,33
"Residents in Sugao Ōhashi, stay safe and be aware of your surroundings! #StaySafe",13,25
Tremors felt in Iinuma Gawa. Review your safety protocols and stay vigilant! #earthquakePreparedness,16,27
"Residents in Jōsō Country Club, aftershocks have been detected. Keep your emergency kits handy! #disasterPreparedness",13,30
Aftershocks may follow in Yahagi-shinden. Keep emergency supplies within reach! #disasterPreparedness,26,40
Reports of an earthquake near Minamiaizu. Stay updated and follow local guidance! #earthquakeRescue,30,40
Reports of strong shaking in Sunroute. Be vigilant! #quakeAlert,29,37
"Residents of Comfort Hotel Gifu, prioritize your safety and help others in need! #StayAlert",13,31
Shaking felt in Mystays Nagoya Sakae. Keep emergency contacts within reach! #disasterAlert,16,36
Earthquake activity detected in Hino Misaki Lighthouse. Stay indoors and avoid panic! #earthquake,32,54
Tremors felt in Shiono Misaki Lighthouse. Remind your family to stay low and stay safe! #earthquakePreparedness,16,40
Tremors felt in Furano Prince. Prepare your emergency kit and stay indoors! #earthquakePreparedness,16,29
Reports of significant shaking in Green Tower Chiba. Check on your loved ones and stay safe! #earthquake,34,51
Tremors reported in Hotel Dojima. Have a first aid kit ready and accessible! #StaySafe,20,32
Aftershocks expected in Highland (h). Be ready and keep essentials on hand! #earthquakeSafety,24,36
Strong quake hits Tsu Miyako Hotel. Emergency services are on high alert. #earthquake,18,34
Ground shaking detected in Green Park Tsu. Ensure your children know what to do! #disasterPreparedness,27,41
"Residents of Motobu, ensure you have your emergency supplies ready. Stay alert! #StaySafe",13,19
Earthquake detected near Comfort Hotel Koriyama. Stay aware! #earthquakeRescue,25,47
Earthquake detected near Comfort Sakai. Stay informed through emergency services! #earthquakeRescue,25,38
Aftershocks in Chisun Inn Takamatsu. Be cautious! #disasterAlert,15,35
Seismic activity in Kita Zaki Lighthouse. Ensure you have essential supplies ready! #disasterPreparedness,20,40
Aftershocks reported in Kata Shima Lighthouse (historical). Stay safe! #quakeAlert,24,58
Massive tremors felt in Koshiki Jima Lighthouse. Emergency services on alert! #disasterAlert,24,47
Earthquake detected near Horifune. Stay tuned for safety updates from officials! #earthquakeRescue,25,33
"Residents of Asukayama Kōen, remain calm and stay tuned for updates! #StayAlert",13,27
Strong shaking reported in Dokuritsu Gyōsei Hōjin Kokuritsu Insatsukyoku Ōji Kōjō. Keep your phone charged for emergency alerts! #quakeAlert,27,81
Aftershocks shaking Ōji-honchō following a significant quake. #disasterAlert,20,30
"Residents of Hokutopia, make sure to check on elderly and disabled neighbors! #StaySafe",13,22
Strong shaking reported in Rikujō Jieitai Jūjō Chūtonchi. Keep your phone charged for updates! #quakeAlert,27,56
Tremors reported in Tōkyō Seitoku Daigaku. Encourage everyone to stay calm and collected! #StaySafe,20,41
Aftershocks felt in Tōkyō Seitoku Tanki Daigaku. Ensure you know your emergency evacuation routes! #earthquakeSafety,20,47
Tremors reported in Tōkyō Kasei Daigaku. Stay indoors and safe! #quakeAlert,20,39
Significant shaking reported in Tōkyō Kasei Daigaku Tanki Daigakubu. Check on friends and family nearby! #quakeAlert,32,67
Earthquake detected near Teikyō Daigaku Igakubu. Follow updates from local authorities! #earthquakeRescue,25,47
The ground is shaking in Nishigaoka. Please follow safety procedures! #StayAlert,25,35
Shaking felt across Akabanenishi. Please stay indoors! #earthquake,20,32
Reports indicate seismic activity in Jūjō-nakahara. Stay informed through reliable sources! #earthquake,37,50
Significant shaking reported in Higashijūjō. Remember to stay low and protect your head! #quakeAlert,32,43
Strong shaking reported in Kamiya. Make sure your loved ones are accounted for! #quakeAlert,27,33
Residents of Akabane Kaikan urged to remain calm. #StaySafe,13,27
Earthquake activity near Sairen Ji. Review safety procedures for school-aged children! #earthquakeRescue,25,34
"Residents in Iwabuchimachi, stay safe and be aware of your surroundings! #StaySafe",13,26
Strong shaking reported in Satomi Gakuen Tanki Daigaku. Stay inside and avoid crowded places! #quakeAlert,27,54
Reports indicate tremors in Akabanekita. Stay informed and follow safety guidelines! #quakeAlert,28,39
Reports confirm shaking in Akabanedai. Secure your belongings and stay safe! #quakeAlert,27,37
Reports of significant shaking in Kirigaoka. Please check on your neighbors and stay safe! #quakeAlert,34,43
Aftershocks expected in Shin’arakawa Ōhashi. Gather your loved ones and discuss your plan! #earthquakeSafety,24,43
"Residents of Toda Bashi, keep a radio handy for emergency broadcasts! #StayAlert",13,23
Aftershocks expected in Akabane Golf Jō. Check your supplies and stay updated! #earthquakeSafety,24,39
Tremors detected in Ukima Kōen. Secure your belongings and stay indoors! #disasterAlert,20,30
Seismic disturbances noted in Shinnittetsu-sumikin Tōkyō Seizōsho. Know the locations of safe spots in your home! #disasterAlert,30,65
Tremors in Higashisakashita. Stay informed through community alerts and news updates! #quakeAlert,11,27
Reports of significant shaking in Sakashita. Review community resources for disaster response! #earthquake,34,43
Significant shaking reported in Shingashi Gawa. Remember to duck and cover! #quakeAlert,32,46
Reports of significant shaking in Misono. Keep emergency contacts handy! #disasterAlert,34,40
Earthquake detected near Shirako Gawa. Stay aware! #earthquakeRescue,25,37
Tremors felt in Shōgetsu In. Ensure you know how to turn off gas and electricity safely! #earthquakeAwareness,16,27
Seismic activity reported in Daimon. Know how to turn off utilities if necessary! #disasterPreparedness,29,35
Tremors felt in Yotsuba. Check on your pets and ensure their safety! #earthquakeAwareness,16,23
Residents of Akatsuka Kōen experiencing aftershocks. Stay alert! #earthquake,13,26
Tremors felt in Nishidai. Everyone stay cautious! #quakeAlert,16,24
Aftershocks expected in Daitō Bunka Daigaku. Help your neighbors stay informed about safety measures! #earthquakeSafety,24,43
Aftershocks in Aioichō. Please remain vigilant! #disaster,15,22
Aftershocks in Wakagi are causing concern. Stay updated through reliable sources! #disasterAlert,15,21
"Residents in Nakadai, ensure you are prepared for possible aftershocks! #earthquake",13,20
Tremors reported in Tokiwadai. Stay informed through official updates! #StaySafe,20,29
Tremors in Shukuoku Daigaku Tanki Daigakubu. Have your emergency plan in place and stay indoors! #quakeAlert,11,43
Strong shaking reported in Jōraku In. Stay alert for further updates from local authorities! #quakeAlert,27,36
Tremors reported in Chōtoku Ji. Have a first aid kit ready and accessible! #StaySafe,20,30
Tremors reported in Ōharachō. Stay calm and help others if you can! #StaySafe,20,28
Seismic activity noted in Izumichō. Ensure your emergency kit is ready! #disasterAlert,26,34
Tremors reported in Shimizuchō. Encourage everyone to stay calm and collected! #StaySafe,20,30
Tremors felt in Inaridai. Encourage your community to participate in preparedness training! #earthquakeAwareness,16,24
Earthquake detected near Nakajuku. Follow local authorities for safety updates! #earthquakeRescue,25,33
Aftershocks expected in Hikawachō. Ensure you have adequate supplies at home! #earthquakeSafety,24,33
Tremors felt in Sakaechō. Everyone stay vigilant! #earthquakeRescue,16,24
Shaking reported in Nakaitabashi. Take a moment to secure loose items in your home! #disasterAlert,20,32
Tremors detected in Futabachō. Secure your belongings and stay indoors! #disasterAlert,20,29
Residents in Fujimichō advised to stay calm. #StaySafe,13,22
Seismic disturbances noted in Minami-tokiwadai. Follow local safety protocols! #disasterAlert,30,46
Ground shaking detected in Higashiyamachō. Keep emergency contacts accessible! #disasterPreparedness,27,41
Earthquake activity detected near Tōshinchō. Stay alert for potential aftershocks! #earthquakeRescue,34,43
Tremors in An’yō In. Keep emergency kits accessible and stay indoors! #quakeAlert,11,19
Earthquake detected in Sakuragawa. Check on your neighbors! #earthquakeRescue,23,33
Tremors reported in Jōhokuchūō Kōen. Make sure your family knows what to do! #StaySafe,20,35
"Residents of Tagara, stay vigilant and check on vulnerable neighbors! #StayAlert",13,19
Seismic activity reported in Rikujō Jieitai Nerima Chūtonchi. Gather emergency supplies and check their expiration dates! #disasterPreparedness,29,60
"Residents of Nishiki, create a buddy system to check on each other during emergencies! #StayAlert",13,20
"Residents of Konjō In, remain indoors until the situation stabilizes! #StayAlert",13,21
Ground shaking detected in Shōgon Ji. Stay low and protect your head and neck! #disasterPreparedness,27,36
Residents of Tōkyō Shōnen Kanbetsusho shaken by aftershocks. Stay safe! #quakeAlert,13,37
Tremors felt in Hayamiya. Discuss safety protocols with your family today! #earthquakeAwareness,16,24
"Residents of Aizen In, remain indoors until it's safe to go outside! #StayAlert",13,21
Aftershocks expected in Yahara. Maintain a clear exit path in your home! #earthquakeSafety,24,30
Reports of an earthquake near Doshida. Stay updated and follow local guidance! #earthquakeRescue,30,37
Tremors felt in Miharadai. Ensure your emergency supplies are ready to go! #earthquakePreparedness,16,25
"Residents of Tōei Satsueisho, ensure your children understand what to do during an earthquake! #StaySafe",13,28
Strong shaking reported in Ōizumi Gakuen Yumeria Hall. Ensure your pets are safe and secure! #quakeAlert,27,53
Residents of Nishiōizumi urged to prepare for aftershocks. #quakeAlert,13,24
Tremors reported in Ikeda. Stay inside and avoid unnecessary movement! #StaySafe,20,25
Aftershocks rocking Sengenchō post-earthquake. #disaster,20,29
"Residents of Daimonchō, check your emergency kits and supplies! #StaySafe",13,22
Reports indicate tremors in Jōboku In. Stay inside and stay safe! #earthquake,28,37
Massive quake shakes Shinhōchō. Emergency services on high alert! #disasterAlert,21,30
Shaking reported in Uenohara. Please avoid moving around unnecessarily! #disasterAlert,20,28
Seismic activity reported in Kanayamachō. Stay clear of windows during tremors! #disasterPreparedness,29,40
Seismic activity reported in Hikawadai. Stay aware of your surroundings! #disasterPreparedness,29,38
Reports confirm shaking in Higashihonchō. Make sure your family knows the emergency plan! #quakeAlert,27,40
Tremors in Shimosato. Familiarize yourself with the nearest emergency shelters! #quakeAlert,11,20
Significant shaking felt in Hachimanchō. Make sure your loved ones are safe! #quakeAlert,28,39
Tremors detected near Tamon Ji. Check on neighbors! #earthquakeRescue,22,30
Reports of significant shaking in Takeoka. Follow local news for safety tips! #earthquake,34,41
"Residents of Nihon Shakai Jigyō Daigaku, check your emergency kits and ensure they are stocked! #StaySafe",13,39
Tremors in Kokuritsu Kansenshō Kenkyūsho Hansenbyō Kenkyū Center. Have an emergency exit plan ready at work and home! #quakeAlert,11,64
Tremors reported in Umezono. Please be careful! #StayAlert,20,27
Reports of seismic activity in Noshio. Stay calm and check on your loved ones! #StaySafe,31,37
Aftershocks expected in Noshio Danchi. Be prepared for any emergencies! #earthquake,24,37
"Residents of Meiji Yakka Daigaku, ensure your children understand what to do during an earthquake! #StaySafe",13,32
"Tremors felt in Karabori Gawa. Everyone, please be cautious! #StayAlert",16,29
Just received reports of aftershocks in Nakazato. Please avoid unnecessary travel! #disasterAlert,40,48
Tremors reported in Kamikiyoto. Stay informed and follow safety instructions! #StaySafe,20,30
Seismic disturbances have hit Motomachi. Prepare for possible aftershocks! #earthquakeRescue,30,39
"Residents of Kekkaku Yobōkai Kekkaku Kenkyūsho, check your emergency supplies and stay indoors! #StaySafe",13,46
Significant shaking reported in Nakakiyoto. Please avoid unnecessary travel! #disasterAlert,32,42
Tremors felt in Shimokiyoto. Move away from heavy furniture and stay safe! #disasterAlert,16,27
"Residents of Asahigaoka, consider forming a neighborhood watch for emergencies! #StayAlert",13,23
"Residents of Asahigaoka Danchi, check your emergency plans and stay vigilant! #StaySafe",13,30
Seismic activity reported in Shitajuku. Have a backup plan for food and water supplies! #disasterPreparedness,29,38
Tremors reported in Nodera. Stay indoors until further notice! #earthquakeSafety,20,26
Reports of significant shaking in Ishigami. Help those in need if it's safe! #earthquake,34,42
Seismic disturbances noted in Horinouchi. Stay aware and prepared! #disasterAlert,30,40
"Residents of Nishibori, prioritize your safety and help others in need! #StayAlert",13,22
Aftershocks in Kishō Eisei Center. Please remain vigilant! #disaster,15,33
"Residents of Atago, prioritize your safety and help others in need! #StayAlert",13,18
"Tremors felt in Heirin Ji. Everyone, please be careful! #StayAlert",16,25
Earthquake activity in Baba. Stay safe and avoid panic! #earthquakeRescue,23,27
Significant shaking felt in Niiza Shiei Boen. Ensure your family knows safety procedures! #quakeAlert,28,44
Shaking reported in Niizuka. Check on your neighbors and offer help! #disasterAlert,20,27
Residents of Dōjō feel strong shaking. Be cautious! #disasterAlert,13,17
Residents of Jūmonji Gakuen Joshi Tanki Daigakubu feel strong shaking. Be cautious! #disasterAlert,13,49
Tremors reported in Jūmonji Gakuen Joshi Daigaku. Make sure your family knows what to do! #StaySafe,20,48
"Residents of Rikkyō Daigaku, check on elderly neighbors to ensure they are safe! #StaySafe",13,27
Tremors felt in Kitano. Keep your emergency contacts easily accessible! #disasterAlert,16,22
Shaking reported in Nakano. Stay indoors and avoid unnecessary travel! #disasterAlert,20,26
"Residents of Atomi Gakuen Joshi Daigaku, remember to stay indoors during tremors! #StaySafe",13,39
Residents of Tōhoku shaken by aftershocks. Stay safe! #earthquake,13,19
Tremors felt in Mihara. Remain calm and take necessary precautions! #earthquakePreparedness,16,22
Tremors reported in Higashibenzai. Stay clear of heavy furniture and hanging objects! #StaySafe,20,33
"Residents of Nishibenzai, ensure your vehicles are fueled and ready for evacuation! #StaySafe",13,24
Shaking reported in Asashigaoka. Secure heavy objects to prevent damage! #disasterAlert,20,31
Residents of Miyado urged to stay calm during the aftershocks. #StaySafe,13,19
Shaking reported in Yanase Gawa. Remind children to drop and cover during tremors! #disasterAlert,20,31
Aftershocks in Nishihara after a massive quake. #disasterAlert,15,24
Reports indicate seismic activity in Kitahara. Stay informed through reliable sources! #earthquake,37,45
Reports of significant shaking in Tajima. Share resources about earthquake safety online! #earthquake,34,40
Shaking reported in Asaka Ōhashi. Be aware of your surroundings and stay calm! #disasterAlert,20,32
Reports confirm shaking in Shimouchimagi. Stay indoors and avoid panic! #quakeAlert,27,40
Aftershocks felt in Asaka Public Golf Jō. Ensure you know your emergency evacuation routes! #earthquakeSafety,20,40
Significant shaking reported in Akigase Hashi. Please avoid unnecessary travel! #disasterAlert,32,45
Significant shaking reported in Dai. Stay calm and follow local guidance! #quakeAlert,32,35
Strong aftershocks felt in Sekisui Kagaku Kōjō. Make sure your emergency supplies are ready! #earthquakeSafety,27,46
Aftershocks reported in Negishidai. Stay indoors! #earthquake,24,34
Reports confirm shaking in Nakachō. Gather essential documents in a safe place! #quakeAlert,27,34
Earthquake activity detected in Kurome Gawa. Stay indoors and avoid panic! #earthquake,32,43
"Tremors felt in Aobadai. If you’re outside, move to an open area away from buildings! #earthquakeAwareness",16,23
Just felt a significant tremor in Rikujō Jieitai Kunrenjō. Stay calm and be prepared for aftershocks! #earthquake,34,57
We just felt a strong tremor in Rikujō Jieitai Asaka Chūtonchi. Everyone stay indoors until it's safe! #earthquake,32,62
Earthquake detected near Wakō Jurin Kōen. Stay informed and follow local emergency updates! #earthquakeRescue,25,40
Tremors in Ōizumi Chūō Kōen. Prepare your family for possible disruptions to services! #quakeAlert,11,27
Residents of Nishiyamato-danchi feel strong quake tremors. #StaySafe,13,31
Tremors felt in Hirosawa. Remember to stay away from windows during shaking! #disasterAlert,16,24
Significant shaking reported in Maruyamadai. Review your family’s evacuation plan! #quakeAlert,32,43
Tremors detected in Rikagaku Kenkyūsho. Remain calm and stay indoors! #disasterAlert,20,38
Tremors reported in Suwahara-danchi. Stay cautious and alert! #quakeAlert,20,35
Aftershocks shaking Shihō Kenshūsho. Remain vigilant! #disaster,20,35
Aftershocks felt in Zeimu Daigakkō. Stay indoors! #earthquake,20,34
Earthquake detected near Kokuritsu Hoken Iryō Kagakuin. Stay tuned for safety instructions! #earthquakeRescue,25,54
Seismic activity reported in Saibansho Shokuin Sōgō Kenshūsho. Prepare for potential disruptions! #disasterAlert,29,61
Reports confirm shaking in Shimoniikura. Make sure to stay informed through reliable sources! #quakeAlert,27,39
Tremors in Hikawa Hachiman Jinja. Be prepared for potential aftershocks later! #quakeAlert,11,32
A series of aftershocks have been reported near Toda Golf Jō. Stay alert and be prepared! #earthquakeRescue,48,60
Seismic activity reported in Sakitama Ōhashi. Discuss emergency procedures with family! #disasterPreparedness,29,44
Tremors felt in Arakawa Chosuichi. Secure important documents and keep them safe! #disasterAlert,16,33
Tremors felt in Shimomuneoka. Review your safety protocols and stay vigilant! #earthquakePreparedness,16,28
Strong aftershocks reported in Nakamuneoka. Stay safe! #quakeAlert,31,42
Strong tremors felt in Daisen Ji. Stay alert! #quakeAlert,23,32
Tremors in Senkō Ji. Be cautious of potential landslides or rockfalls! #quakeAlert,11,19
Earthquake activity near Tate. Check that your smoke detectors are functioning! #earthquakeRescue,25,29
Strong aftershocks felt in Nishimizuhodai. Check in on friends and family! #StayAlert,27,41
Aftershocks may follow in Sekizawa. Keep emergency supplies within reach! #disasterPreparedness,26,34
Tremors felt in Tsurusenishi. Make sure to have a safety plan in place! #earthquakePreparedness,16,28
Aftershocks in Kamisawa. Be cautious! #disasterAlert,15,23
Aftershocks in Watado. Be prepared for anything! #disasterAlert,15,21
Massive quake shakes Hanesawa. Stay alert! #disasterAlert,21,29
"Residents of Yamamuro, monitor local news for updates and safety instructions! #StayAlert",13,21
Seismic activity in Suwa has been reported. Stay informed and vigilant! #disasterAlert,20,24
Ground shaking detected in Maetani. Discuss your family's emergency plan regularly! #disasterPreparedness,27,34
Reports of significant shaking in Yamazaki. Follow local news for safety tips! #earthquake,34,42
Reports of an earthquake near Matsuyama. Stay alert for updates! #earthquakeRescue,30,39
"Residents of Higashi-mizuhodai, stay aware and prioritize your safety! #StayAlert",13,30
Reports of significant shaking in Mizutani. Check on pets and keep them calm! #earthquake,34,42
Seismic disturbances noted in Kitabessho. Keep a battery-powered radio handy for news updates! #disasterAlert,30,40
Aftershocks in Ishii. Be cautious and safe! #disasterAlert,15,20
"Residents of Kyōzuka, keep a list of emergency contacts handy! #StaySafe",13,20
"Residents of Kubo-shinden, ensure your safety and check on neighbors! #StaySafe",13,25
Tremors felt in Mizuko Kaizuka. Stay indoors and safe! #earthquake,16,30
Tremors felt in Nagakubo. Be aware of your surroundings! #earthquake,16,24
Reports confirm shaking in Kitagawa. Monitor local channels for updates! #quakeAlert,27,35
Tremors reported in Kaizuka. Keep a list of nearby shelters and their contact info! #StaySafe,20,27
Severe tremors reported in Uzuramachi. Emergency services activated! #disasterAlert,27,37
Feeling the tremors in Daiō Ji? It’s crucial to remain calm and alert! #StaySafe,23,30
"Residents of Machiyamae, stay indoors and stay safe during these tremors! #StaySafe",13,23
Tremors reported in Jōnoshita. Review your emergency contact list! #StaySafe,20,29
Reports of significant shaking in Mizutani-higashi. Stay connected with your community! #earthquake,34,50
Earthquake detected near Hebiki. Stay tuned for updates from local authorities! #earthquakeRescue,25,31
Tremors felt in Ikeda. Keep your emergency contacts easily accessible! #disasterAlert,16,21
Earthquake activity near Isajima. Review safety procedures for school-aged children! #earthquakeRescue,25,32
Tremors reported in Ichikaidō. Stay informed and follow safety instructions! #StaySafe,20,29
Aftershocks expected in Shimazaki. Keep your emergency plan at hand! #earthquakeSafety,24,33
Earthquake activity near Takenouchi. Ensure your vehicle is ready for possible evacuation! #earthquakeRescue,25,35
Aftershocks in Kisome. Be aware and safe! #disasterAlert,15,21
"Tremors reported in Maeshinden. Make sure your family knows how to drop, cover, and hold on! #StaySafe",20,30
"Residents of Yanaka, stay indoors and away from windows! #StaySafe",13,19
"Residents of Shirinaga, ensure your safety and check on neighbors! #StaySafe",13,22
Reports confirm shaking in Nakamaru. Gather important items in case of evacuation! #quakeAlert,27,35
Tremors felt in Hachimanwaki. Stay close to your loved ones during this time! #StaySafe,16,28
Strong shaking reported in Tenjin’ushiro. Make sure you have an emergency plan! #quakeAlert,27,40
Earthquake detected near Yamaba. Stay informed through emergency services! #earthquakeRescue,25,31
Tremors felt in Yamagata. Prepare for possible power outages and have flashlights ready! #earthquakePreparedness,16,24
